Jurusan,Kategori,Deskripsi,Skills,Karier,URL,combined
Ilmu dan Teknologi Pangan,Pertanian,"Ilmu dan Teknologi Pangan adalah ilmu yang mempelajari semua aspek dalam ilmu pangan mulai dari fisik, biologis, maupun kimiawi. Selain itu kamu juga akan belajar berbagai macam hal yang berhubungan dengan proses pengolahan bahan pangan pascapanen menjadi makanan yang bisa dimakan.","Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan komunikasi, Kemampuan berpikir rasional dan sistematis, Detil, teliti, tekun, Inovatif dan kreatif","Bagian Operasional dan Logistik, Product Manager, Bagian Pengendalian Mutu Produk dan Kesehatan, Market Researcher, Peneliti Bioteknologi, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Ahli Diet (Dietitian), Dosen, Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC)",https://campus.quipper.com/majors/id-ilmu-dan-teknologi-pangan,"Ilmu dan Teknologi Pangan Pertanian Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan komunikasi, Kemampuan berpikir rasional dan sistematis, Detil, teliti, tekun, Inovatif dan kreatif Bagian Operasional dan Logistik, Product Manager, Bagian Pengendalian Mutu Produk dan Kesehatan, Market Researcher, Peneliti Bioteknologi, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Ahli Diet (Dietitian), Dosen, Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC) Ilmu dan Teknologi Pangan adalah ilmu yang mempelajari semua aspek dalam ilmu pangan mulai dari fisik, biologis, maupun kimiawi. Selain itu kamu juga akan belajar berbagai macam hal yang berhubungan dengan proses pengolahan bahan pangan pascapanen menjadi makanan yang bisa dimakan."
Ilmu Tanah,Pertanian,"Ilmu Tanah merupakan bidang ilmu yang mengkaji tanah sebagai sumber daya alam. Di jurusan ini Quipperian akan mempelajari berbagai aspek terkait tanah. Kamu akan belajar mulai dari pembentukan, klasifikasi, pemetaan, dan karakteristik tanah (fisik, kimiawi, biologis). Selain itu, kamu juga akan meneliti tingkat kesuburan, dan bagaimana cara mengelolanya agar dapat mendukung kehidupan seluruh makhluk hidup.","Pemahaman kimia, Pemahaman biologi, Pemahaman geografi, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan dasar pemetaan","Surveyor Tanah, Teknisi Konservasi Lingkungan, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-ilmu-tanah,"Ilmu Tanah Pertanian Pemahaman kimia, Pemahaman biologi, Pemahaman geografi, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan dasar pemetaan Surveyor Tanah, Teknisi Konservasi Lingkungan, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC), System Analyst Ilmu Tanah merupakan bidang ilmu yang mengkaji tanah sebagai sumber daya alam. Di jurusan ini Quipperian akan mempelajari berbagai aspek terkait tanah. Kamu akan belajar mulai dari pembentukan, klasifikasi, pemetaan, dan karakteristik tanah (fisik, kimiawi, biologis). Selain itu, kamu juga akan meneliti tingkat kesuburan, dan bagaimana cara mengelolanya agar dapat mendukung kehidupan seluruh makhluk hidup."
Teknologi Industri Pertanian,Pertanian,"Untuk mengambil peran dalam dunia pertanian, Quipperian tidak harus menjadi petani yang merupakan ujung tombak kegiatan pertanian. Ada peran lain yang bisa kamu pilih yakni sebagai pengembang teknologi pertanian yang mampu menghasilkan berbagai inovasi untuk membuat kegiatan pertanian menjadi lebih efisien dan hasil produksinya meningkat. Nah, untuk mampu menjalankan fungsi tersebut, kamu bisa mempelajarinya dengan mengambil kuliah Jurusan Teknologi Industri Pertanian.","Kemampuan melakukan riset, Kemampuan komunikasi, Teliti, rasional, tekun, dan kritis, Kemampuan memecahkan masalah, Kemampuan bekerja dalam tim, Kemampuan menyusun prosedur kerja, Penguasaan peralatan kerja di laboratorium","Pegawai Negeri Sipil (PNS), Petani, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Peneliti",https://campus.quipper.com/majors/id-teknologi-industri-pertanian,"Teknologi Industri Pertanian Pertanian Kemampuan melakukan riset, Kemampuan komunikasi, Teliti, rasional, tekun, dan kritis, Kemampuan memecahkan masalah, Kemampuan bekerja dalam tim, Kemampuan menyusun prosedur kerja, Penguasaan peralatan kerja di laboratorium Pegawai Negeri Sipil (PNS), Petani, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Peneliti Untuk mengambil peran dalam dunia pertanian, Quipperian tidak harus menjadi petani yang merupakan ujung tombak kegiatan pertanian. Ada peran lain yang bisa kamu pilih yakni sebagai pengembang teknologi pertanian yang mampu menghasilkan berbagai inovasi untuk membuat kegiatan pertanian menjadi lebih efisien dan hasil produksinya meningkat. Nah, untuk mampu menjalankan fungsi tersebut, kamu bisa mempelajarinya dengan mengambil kuliah Jurusan Teknologi Industri Pertanian."
Manajemen Agribisnis,Pertanian,"Quipperian, apakah kamu sudah familiar dengan agribisnis? Agribisnis merupakan serangkaian aktivitas bisnis yang diimplementasikan pada sektor pertanian, mulai dari pengadaan input pertanian, produksi, pengolahan, hingga pemasaran produk sampai ke konsumen akhir. Seluruh aktivitas tersebut bersifat komersial dan dilakukan dengan tujuan mencari keuntungan. Untuk meraih laba, tentunya segala aktivitas di dalam sistem agribisnis harus terstruktur dan terorganisasi dengan baik, serta berjalan dengan efisien. Oleh sebab itu, dibutuhkan yang namanya pengelolaan agribisnis. Di bangku kuliah, kamu bisa menekuni ilmu ini melalui Jurusan Manajemen Agribisnis.","Kemampuan manajerial, Keterampilan komunikasi, Keterampilan interpersonal, Kemampuan pengambilan keputusan (decision making), Kemampuan pemecahan masalah (problem solving), Kemampuan negosiasi, Kemampuan pengelolaan risiko, Kemampuan wirausaha, Pemahaman mendalam terkait agribisnis","Market Researcher, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Quality Assurance (QA) & Quality Control (QC), Manajer Produksi, Asisten Manager",https://campus.quipper.com/majors/id-manajemen-agribisnis,"Manajemen Agribisnis Pertanian Kemampuan manajerial, Keterampilan komunikasi, Keterampilan interpersonal, Kemampuan pengambilan keputusan (decision making), Kemampuan pemecahan masalah (problem solving), Kemampuan negosiasi, Kemampuan pengelolaan risiko, Kemampuan wirausaha, Pemahaman mendalam terkait agribisnis Market Researcher, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Quality Assurance (QA) & Quality Control (QC), Manajer Produksi, Asisten Manager Quipperian, apakah kamu sudah familiar dengan agribisnis? Agribisnis merupakan serangkaian aktivitas bisnis yang diimplementasikan pada sektor pertanian, mulai dari pengadaan input pertanian, produksi, pengolahan, hingga pemasaran produk sampai ke konsumen akhir. Seluruh aktivitas tersebut bersifat komersial dan dilakukan dengan tujuan mencari keuntungan. Untuk meraih laba, tentunya segala aktivitas di dalam sistem agribisnis harus terstruktur dan terorganisasi dengan baik, serta berjalan dengan efisien. Oleh sebab itu, dibutuhkan yang namanya pengelolaan agribisnis. Di bangku kuliah, kamu bisa menekuni ilmu ini melalui Jurusan Manajemen Agribisnis."
Agronomi,Pertanian,"Quipperian, Jurusan Agronomi merupakan jurusan yang mempelajari cara mengelola tanaman di lahan pertanian untuk meningkatkan jumlah produksi panen dengan kualitas terbaik. Lahan pertanian tersebut umumnya adalah kebun dan sawah. Kebun sendiri merupakan lahan kering yang ditanami tanaman semusim, seperti kapas, tebu, dan semangka. Sementara, sawah adalah lahan pertanian berpetak-petak yang dapat ditanami padi, palawija, dan lain-lain.","Pemahaman Kimia, Pemahaman Biologi, Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan berpikir kritis","Pegawai Negeri Sipil (PNS), Petani, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Peneliti",https://campus.quipper.com/majors/id-agronomi,"Agronomi Pertanian Pemahaman Kimia, Pemahaman Biologi, Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan berpikir kritis Pegawai Negeri Sipil (PNS), Petani, Dosen, Wirausaha (Entrepreuner), Konsultan Pertanian (Penyuluh Pertanian), Peneliti Quipperian, Jurusan Agronomi merupakan jurusan yang mempelajari cara mengelola tanaman di lahan pertanian untuk meningkatkan jumlah produksi panen dengan kualitas terbaik. Lahan pertanian tersebut umumnya adalah kebun dan sawah. Kebun sendiri merupakan lahan kering yang ditanami tanaman semusim, seperti kapas, tebu, dan semangka. Sementara, sawah adalah lahan pertanian berpetak-petak yang dapat ditanami padi, palawija, dan lain-lain."
Peternakan,Kehutanan & Peternakan,"Peternakan merupakan bidang ilmu yang mempelajari ilmu hewan-hewan ternak yang bisa diolah dalam skala industri. Mulai dari bagaimana tata cara dalam produksi ternak yang baik, perkembangbiakan hewan ternak dan pengelolaannya, penanganan penyakit pada hewan ternak, mengatur kecukupan nutrisi pada makanan ternak, mengelola hasil produksi agar efisien dari hulu sampai hilir, serta bagaimana mengolah hasil ternak agar memiliki nilai tambah. Eits, kamu juga akan dibekali cara mengembangkan penelitian menggunakan bioteknologi lho, Quipperian!","Kemampuan manajerial, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan teknik pemasaran, Pemahaman biologi, Pemahaman kimia","Pegawai Negeri Sipil (PNS), Bagian Pengendalian Mutu Produk dan Kesehatan, Peternak, Peneliti Bioteknologi, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Ahli Bioteknologi, Dosen, Wirausaha (Entrepreuner), Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-peternakan,"Peternakan Kehutanan & Peternakan Kemampuan manajerial, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan teknik pemasaran, Pemahaman biologi, Pemahaman kimia Pegawai Negeri Sipil (PNS), Bagian Pengendalian Mutu Produk dan Kesehatan, Peternak, Peneliti Bioteknologi, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Ahli Bioteknologi, Dosen, Wirausaha (Entrepreuner), Quality Assurance (QA) & Quality Control (QC), System Analyst Peternakan merupakan bidang ilmu yang mempelajari ilmu hewan-hewan ternak yang bisa diolah dalam skala industri. Mulai dari bagaimana tata cara dalam produksi ternak yang baik, perkembangbiakan hewan ternak dan pengelolaannya, penanganan penyakit pada hewan ternak, mengatur kecukupan nutrisi pada makanan ternak, mengelola hasil produksi agar efisien dari hulu sampai hilir, serta bagaimana mengolah hasil ternak agar memiliki nilai tambah. Eits, kamu juga akan dibekali cara mengembangkan penelitian menggunakan bioteknologi lho, Quipperian!"
Kehutanan,Kehutanan & Peternakan,"Kehutanan adalah ilmu yang secara komprehensif mempelajari fungsi dan penggunaan dari ekosistem hutan seperti, keanekaragaman hayati, konservasi lingkungan, teknologi kehutanan, hukum penebangan hutan, dll. Selain itu, kamu juga akan belajar bagaimana memanfaatkan hasil hutan tanpa merusak ekosistem hutan itu sendiri. Cocok deh dengan Quipperian yang punya jiwa petualang dan hobi mendaki gunung! Karena kamu bisa menikmati keindahan gunung termasuk hutan, sekaligus belajar gimana cara memelihara hutan yang baik.","Kemampuan melakukan observasi, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan berpikir terstruktur, Pemahaman biologi, Pemahaman kimia","Pegawai Negeri Sipil (PNS), Pengrajin Mebel, Teknisi Konservasi Lingkungan, Peneliti Bioteknologi, Dosen, Chocolatier, Ekonom, Wirausaha (Entrepreuner)",https://campus.quipper.com/majors/id-kehutanan,"Kehutanan Kehutanan & Peternakan Kemampuan melakukan observasi, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan berpikir terstruktur, Pemahaman biologi, Pemahaman kimia Pegawai Negeri Sipil (PNS), Pengrajin Mebel, Teknisi Konservasi Lingkungan, Peneliti Bioteknologi, Dosen, Chocolatier, Ekonom, Wirausaha (Entrepreuner) Kehutanan adalah ilmu yang secara komprehensif mempelajari fungsi dan penggunaan dari ekosistem hutan seperti, keanekaragaman hayati, konservasi lingkungan, teknologi kehutanan, hukum penebangan hutan, dll. Selain itu, kamu juga akan belajar bagaimana memanfaatkan hasil hutan tanpa merusak ekosistem hutan itu sendiri. Cocok deh dengan Quipperian yang punya jiwa petualang dan hobi mendaki gunung! Karena kamu bisa menikmati keindahan gunung termasuk hutan, sekaligus belajar gimana cara memelihara hutan yang baik."
Teknik Penerbangan,Ilmu Teknik & Industri,"Jurusan Teknik Penerbangan atau yang sering juga disebut dengan nama Teknik Dirgantara merupakan jurusan yang mempelajari tentang segala hal yang berhubungan dengan teknis pesawat, penerbangan serta kedirgantaraan. Jika kamu tekun mempelajari ilmu tersebut bukan tidak mungkin kalau suatu saat nanti akan menjadi penerus B. J. Habibie di dunia kedirgantaraan Indonesia.","Kemampuan desain dan analisis sistem, Memahami teknik kendali terbang, Kemampuan matematika dan fisika terapan, Kemampuan manajemen resiko","Mekanik Pesawat, Perancang dan Teknisi Mesin",https://campus.quipper.com/majors/id-teknik-penerbangan,"Teknik Penerbangan Ilmu Teknik & Industri Kemampuan desain dan analisis sistem, Memahami teknik kendali terbang, Kemampuan matematika dan fisika terapan, Kemampuan manajemen resiko Mekanik Pesawat, Perancang dan Teknisi Mesin Jurusan Teknik Penerbangan atau yang sering juga disebut dengan nama Teknik Dirgantara merupakan jurusan yang mempelajari tentang segala hal yang berhubungan dengan teknis pesawat, penerbangan serta kedirgantaraan. Jika kamu tekun mempelajari ilmu tersebut bukan tidak mungkin kalau suatu saat nanti akan menjadi penerus B. J. Habibie di dunia kedirgantaraan Indonesia."
Teknik Otomotif,Ilmu Teknik & Industri,"Sesuai dengan namanya, Jurusan Teknik Otomotif akan mempelajari terkait segala cara maupun proses dalam pengoperasian dan pembuatan kendaraan yang beroperasi di darat seperti mobil, truk, motor, kereta, serta bus. Namun, bukan cuma itu saja, karena nantinya mahasiswa Jurusan Teknik Otomotif pun juga harus siap mengambil spesialisasi sendiri dalam bidang khusus, seperti mempelajari mesin pembakaran, sistem pembuangan, body, rangka internal, dan sebagainya.","Tekun dan teliti, Kemampuan berpikir kritis dan detail, Kemampuan memecahkan masalah, Kemampuan merancang dan melakukan pemeliharaan sistem otomotif, Kemampuan melakukan pekerjaan secara terstruktur dan terukur, Kemampuan analisis dan riset yang baik","Jurnalis (Reporter), Marketing Produk Otomotif, Bagian Perencanaan Produk Otomotif, Mekanik Mobil, Perancang dan Teknisi Mesin, Teknisi dan Operator Pabrik, Dosen, Research And Development (RnD)",https://campus.quipper.com/majors/id-teknik-otomotif,"Teknik Otomotif Ilmu Teknik & Industri Tekun dan teliti, Kemampuan berpikir kritis dan detail, Kemampuan memecahkan masalah, Kemampuan merancang dan melakukan pemeliharaan sistem otomotif, Kemampuan melakukan pekerjaan secara terstruktur dan terukur, Kemampuan analisis dan riset yang baik Jurnalis (Reporter), Marketing Produk Otomotif, Bagian Perencanaan Produk Otomotif, Mekanik Mobil, Perancang dan Teknisi Mesin, Teknisi dan Operator Pabrik, Dosen, Research And Development (RnD) Sesuai dengan namanya, Jurusan Teknik Otomotif akan mempelajari terkait segala cara maupun proses dalam pengoperasian dan pembuatan kendaraan yang beroperasi di darat seperti mobil, truk, motor, kereta, serta bus. Namun, bukan cuma itu saja, karena nantinya mahasiswa Jurusan Teknik Otomotif pun juga harus siap mengambil spesialisasi sendiri dalam bidang khusus, seperti mempelajari mesin pembakaran, sistem pembuangan, body, rangka internal, dan sebagainya."
Teknik Kimia,Ilmu Teknik & Industri,"Jurusan Teknik Kimia merupakan bidang studi yang mempelajari rekayasa untuk menghasilkan suatu produk dengan nilai ekonomis tinggi. Kamu akan mencari dan mengembangkan suatu teknik produksi. Jadi, jurusan ini berbeda dengan program studi kimia atau pendidikan kimia ya. Nah, nantinya kamu akan banyak mengembangkan penelitian terkait desain molekular baru, sintesis, dan reaksi kimia untuk mewujudkan masyarakat ramah lingkungan.","Kemampuan melakukan analisis, Kemampuan menyelesaikan masalah, Pemahaman kimia, Pemahaman matematika, Pemahaman fisika, Out of the box mind","Bagian Operasional dan Logistik, Bagian Pengendalian Mutu Produk dan Kesehatan, Peneliti dan Teknisi Kimia, Teknisi Tambang, Minyak, dan Material, Teknisi dan Operator Pabrik, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Dosen, Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-teknik-kimia,"Teknik Kimia Ilmu Teknik & Industri Kemampuan melakukan analisis, Kemampuan menyelesaikan masalah, Pemahaman kimia, Pemahaman matematika, Pemahaman fisika, Out of the box mind Bagian Operasional dan Logistik, Bagian Pengendalian Mutu Produk dan Kesehatan, Peneliti dan Teknisi Kimia, Teknisi Tambang, Minyak, dan Material, Teknisi dan Operator Pabrik, Bagian Perencanaan, Pengembangan, dan Penelitian Produk Bioteknologi, Dosen, Quality Assurance (QA) & Quality Control (QC), System Analyst Jurusan Teknik Kimia merupakan bidang studi yang mempelajari rekayasa untuk menghasilkan suatu produk dengan nilai ekonomis tinggi. Kamu akan mencari dan mengembangkan suatu teknik produksi. Jadi, jurusan ini berbeda dengan program studi kimia atau pendidikan kimia ya. Nah, nantinya kamu akan banyak mengembangkan penelitian terkait desain molekular baru, sintesis, dan reaksi kimia untuk mewujudkan masyarakat ramah lingkungan."
